id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,username
1279,78,65,1941,7,Male,22 East Avenue,42.47,-83.49,$34259,$62103,$33545,509,4,Joshua Alexander
1652,51,65,1969,2,Female,733 Maple Drive,38.95,-92.32,$20966,$42749,$53471,728,4,Crystal Zimmerman
739,38,64,1981,7,Female,6022 Mill Street,29.76,-95.38,$33925,$69171,$102537,622,1,Mary Smith
1475,98,60,1921,11,Female,412 Burns Drive,21.31,-158.01,$22778,$42306,$472,725,5,Kelly Lynch
1251,29,67,1990,10,Female,645 Tenth Boulevard,32.84,-116.88,$20673,$42150,$39663,750,3,Brenda Rowe
1119,23,63,1996,11,Female,994 Second Lane,38.83,-76.92,$23340,$47589,$114020,763,4,Regina Deleon
592,68,65,1952,2,Male,69 Spruce Avenue,35.32,-82.46,$13634,$23993,$2573,714,5,Matthew Robertson
692,52,65,1967,8,Female,23 Sussex Lane,42.92,-82.88,$20942,$42701,$53696,701,4,Ariana Carter
1065,41,69,1978,8,Female,6157 Washington Drive,33.45,-117.66,$27622,$56320,$84614,792,3,Sandra Everett
1764,59,68,1960,6,Male,4728 George Drive,42.96,-85.65,$15472,$31550,$26738,710,3,Anthony Jensen
1830,56,75,1963,9,Male,1184 Essex Lane,35.05,-83.19,$15899,$32418,$84507,758,4,Brent Peterson
157,47,65,1972,10,Male,6232 Second Avenue,33.83,-117.2,$16109,$32847,$3230,785,3,Matthew Kelly
676,40,65,1980,2,Male,663 Third Drive,33.09,-96.88,$31905,$65053,$83571,775,2,Preston King
1481,72,65,1947,6,Male,527 Federal Avenue,37.78,-121.99,$0,$2422,$810,632,2,Michael Rocha
1902,36,68,1984,2,Female,4350 Valley Boulevard,39.74,-81.51,$15950,$32522,$28260,769,2,Samantha Foster
123,43,66,1976,9,Female,5180 Burns Boulevard,33.24,-84.27,$17811,$36315,$0,824,3,Ashley Parker
1995,64,62,1955,7,Female,28 First Lane,39.92,-77.71,$20943,$39206,$9219,605,4,Victoria Santiago
1688,27,66,1992,7,Female,8555 Eighth Avenue,37.16,-81.5,$16501,$33641,$40696,743,1,Michelle Rollins
1895,56,65,1963,3,Female,900 Littlewood Street,39.75,-74.22,$20034,$40848,$146608,706,2,Sarah Johnson
1891,47,66,1973,2,Female,96 Jefferson Street,29.19,-81.05,$16733,$34112,$39842,725,4,Lisa Williams
453,26,67,1994,2,Female,682 Martin Luther King Avenue,32.79,-96.76,$63159,$128775,$232506,655,1,Maria Mcdonald
341,50,66,1969,10,Male,517 Eighth Drive,40.87,-73.4,$51032,$104045,$0,734,3,Dr. Carlos Hanson
1571,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,$25166,$51316,$0,759,6,Megan Smith
1615,66,59,1954,1,Female,1105 Second Drive,42.31,-83.21,$24561,$48690,$36262,701,6,Anna Leon
1647,18,65,2002,2,Female,1358 Plum Avenue,41.31,-79.38,$17321,$35311,$44783,684,5,Casey Jones
680,42,63,1977,8,Female,800 Madison Street,28.5,-81.37,$13414,$27354,$42226,799,1,Amanda Rivera
52,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,$31288,$63796,$82173,730,3,Tracy Fitzgerald
1387,28,65,1991,5,Male,104 First Boulevard,35.72,-78.84,$32485,$66237,$146680,785,1,Richard White
1034,58,66,1961,7,Female,427 Essex Lane,35.12,-80.71,$27254,$55569,$76181,698,6,Alyssa Landry
677,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,$32972,$67226,$128174,729,3,John Price
440,43,50,1976,11,Female,689 Valley Stream Lane,42.67,-70.98,$52066,$106159,$144773,703,5,Alexa Deleon
338,68,72,1951,8,Female,222 Lafayette Lane,42.83,-78.63,$24651,$50258,$0,686,3,Melissa Brown
1120,44,69,1975,5,Female,4868 Lake Lane,33.72,-118.0,$26966,$54981,$121701,737,1,Hannah Stewart
1127,59,70,1960,8,Male,60396 Elm Street,26.14,-81.79,$17455,$35590,$92603,720,4,Timothy Nguyen
1662,41,67,1978,5,Male,469 Pine Street,38.53,-90.0,$24509,$49967,$58582,712,4,Cody Johnson
1462,30,63,1989,7,Female,4788 Jefferson Boulevard,44.1,-122.8,$18446,$37610,$64933,586,1,Yolanda Simmons
1848,31,66,1988,11,Female,4947 Sussex Boulevard,40.1,-74.93,$24817,$50599,$83732,791,2,Sarah Jensen
1444,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,$32805,$66885,$144703,698,7,Jim Delgado
45,61,67,1959,1,Female,9473 Mill Street,40.86,-74.15,$31281,$63781,$111808,654,1,Catherine Martin
1102,49,65,1970,7,Female,836 Bayview Avenue,36.12,-95.91,$46461,$94733,$0,707,5,Maria Lopez
1636,49,66,1970,5,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695,4,Daniel Wilson
502,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,$17870,$36440,$30574,745,2,Charles Vaughn
1630,24,65,1996,1,Male,716 Bayview Avenue,36.11,-80.81,$15545,$31693,$98206,719,1,Kenneth King
266,19,65,2000,3,Female,39 Park Lane,34.02,-118.15,$13485,$27494,$26097,724,1,Amber Chang
5,65,65,1955,2,Male,1032 Second Lane,42.95,-77.13,$19095,$20614,$14042,711,2,Justin King
1712,82,65,1938,1,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730,5,Kayla Mitchell
1360,41,61,1978,4,Male,4693 Elm Lane,30.75,-86.57,$19066,$38874,$64474,672,3,Drew Williams
1013,25,69,1995,1,Female,834 Elm Avenue,38.99,-105.05,$23550,$48017,$95549,711,1,Morgan Hunt
993,47,64,1972,8,Female,5647 Burns Boulevard,29.43,-90.3,$21966,$44789,$94789,638,1,Laura Hill
642,35,62,1984,5,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648,4,Teresa Kelly
1871,83,65,1936,7,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696,5,Timothy Smith
1721,36,68,1983,3,Female,620 River Boulevard,46.11,-118.3,$18880,$38496,$64688,642,2,Haley Stafford
868,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706,6,Tyrone Miranda
1517,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764,4,Kenneth Mendez
364,65,65,1954,5,Female,9052 River Lane,35.79,-83.97,$18273,$39809,$0,775,4,Alexis Romero
686,64,65,1956,1,Male,25521 First Street,32.53,-82.92,$16958,$34576,$81087,683,1,James Carlson
696,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766,8,Dana Reed
962,28,69,1992,1,Male,564 Catherine Lane,44.52,-87.98,$16801,$34262,$60506,846,2,Sean Richard DDS
1407,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689,4,Daniel Owens DDS
1015,33,67,1986,4,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838,5,Melissa Russo
1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681,3,William Weaver
1861,57,65,1962,5,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779,5,Laura Walker
161,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,$11512,$23469,$22976,731,3,Gregory Peters
263,30,69,1989,11,Male,8687 Ninth Drive,40.09,-74.21,$13006,$26519,$63979,663,3,Frank Rivera
1389,40,64,1979,8,Female,6950 Federal Avenue,33.83,-86.26,$17067,$34799,$72749,793,2,Ann Smith
1707,28,70,1991,12,Female,816 Little Creek Lane,46.12,-123.67,$17260,$35194,$56006,620,1,Debbie Sharp
1374,28,66,1991,7,Female,7004 Mill Drive,42.45,-87.84,$19463,$39679,$93772,758,2,Susan Jackson
1855,67,66,1952,3,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728,4,Christopher Parker
867,26,71,1993,9,Male,381 Sussex Avenue,31.07,-97.61,$19032,$38805,$54466,614,2,John Robinson
274,43,67,1976,4,Female,4 North Street,38.89,-77.03,$23940,$48810,$0,799,3,Caitlin Wilson
1552,62,67,1957,6,Male,896 Madison Boulevard,43.65,-116.43,$22290,$45450,$85218,686,3,Jason Haley
635,25,64,1994,7,Female,5338 Fifth Boulevard,40.76,-74.03,$16770,$34201,$42895,731,1,Karen Cook
1526,53,64,1966,3,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671,4,Laura Stone
319,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,$17683,$28357,$10400,628,2,Daniel Jenkins
740,30,62,1989,8,Female,9104 Second Avenue,29.76,-95.38,$15862,$32343,$39656,683,3,Kayla Salazar
965,18,68,2002,1,Female,2108 Spruce Lane,38.58,-121.4,$20670,$42142,$116857,713,2,Lisa Macdonald
1421,30,65,1989,7,Male,7691 Ocean View Avenue,35.11,-77.07,$16177,$32985,$32764,740,2,Gary Freeman
1538,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,$16494,$23572,$216,590,2,Scott Mann
1101,25,70,1994,12,Female,142 Rose Drive,42.11,-72.53,$14155,$28862,$20944,751,2,Heather Hernandez
92,76,68,1943,10,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689,4,Kayla Skinner
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724,5,Julia Williams
449,58,70,1962,2,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729,5,Pamela Hughes
1173,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722,7,James Brown
1810,66,66,1953,12,Male,350 North Street,42.22,-83.36,$18879,$31175,$5846,711,5,Robert Dickson
1843,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,$16503,$38761,$69,760,7,Ryan Horn
1578,86,62,1933,11,Male,3899 Seventh Lane,30.33,-81.65,$19382,$33291,$695,714,2,Ryan Harris
658,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,$25812,$52630,$68559,725,4,Kimberly Mccann
1858,73,64,1946,12,Male,6781 Spruce Boulevard,34.25,-118.41,$14317,$26481,$10392,705,1,Noah Morris
1663,24,59,1995,7,Male,276 12th Boulevard,41.83,-87.68,$0,$2370,$4397,581,1,Ryan Pineda
1503,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,$21102,$43021,$86014,725,4,Sean Williams
725,18,68,2002,1,Male,392 Rose Drive,42.35,-71.06,$21809,$44466,$3096,709,2,Robert Rhodes
1671,50,57,1969,3,Male,1559 Tenth Street,27.95,-82.48,$21033,$42886,$60474,604,1,Michael Wheeler
1233,35,67,1984,5,Male,315 Little Creek Lane,38.71,-90.12,$18560,$37843,$40003,697,3,Jeremy Hunter
1271,34,66,1985,10,Male,539 Maple Drive,36.11,-80.07,$23738,$48398,$138998,642,3,Glenn Gutierrez
473,33,66,1986,10,Female,26191 George Drive,42.38,-83.1,$13820,$28181,$37929,682,2,Michele Conway
1541,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,$18353,$37422,$127116,681,5,Angela Miller
149,24,54,1995,3,Female,5 Hill Avenue,33.02,-117.12,$44747,$91237,$231619,594,1,Erica Porter
560,59,65,1960,4,Male,9099 Little Creek Drive,44.96,-93.26,$21535,$43913,$83944,676,4,Logan Hale
1006,37,68,1982,4,Male,7559 Forest Boulevard,41.53,-87.26,$21851,$44550,$117302,761,3,Bobby Williams
368,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,$20121,$42806,$20432,726,6,Jacob Harris DVM
1696,63,65,1956,12,Female,4461 Hill Street,28.32,-80.68,$26339,$53702,$85160,606,1,Rose Oneal DVM
416,86,65,1933,8,Female,5220 Lincoln Street,36.17,-86.78,$20030,$38273,$1658,765,6,Jessica Marshall
51,29,67,1991,2,Female,3260 Hillside Lane,36.29,-86.6,$25166,$51303,$106248,688,3,Melinda Cooper
196,44,64,1975,5,Female,518 Norfolk Avenue,33.29,-83.96,$17545,$35775,$67263,773,1,Christine Smith
690,71,64,1948,3,Female,149 Burns Boulevard,39.59,-105.01,$31024,$67186,$29682,692,1,Angela Ray
1477,47,67,1972,7,Male,30 First Lane,40.15,-82.68,$22934,$46763,$65106,696,3,Mr. Brent Logan
260,62,70,1958,2,Male,142 Catherine Street,26.21,-98.31,$14275,$29110,$23504,699,3,Eric Glenn
857,90,62,1929,10,Male,3019 Elm Drive,39.46,-74.99,$17685,$41831,$1100,615,1,James Ellis
1167,42,65,1978,1,Female,606 Spruce Boulevard,40.33,-75.92,$24089,$49117,$42380,769,3,Heather Harris
1358,69,70,1950,4,Female,128 Main Street,43.1,-89.5,$33808,$68930,$72619,768,4,Lisa Oconnor
1611,68,58,1952,1,Female,44 Ocean Avenue,33.87,-78.63,$13907,$20334,$9544,684,2,Laurie Little
734,43,61,1976,7,Female,57799 Oak Boulevard,42.88,-78.85,$12220,$24917,$36101,693,2,Angela Whitney
1507,39,67,1980,12,Female,1533 Martin Luther King Lane,42.48,-89.03,$21749,$44344,$82822,744,3,Julie Brown
504,38,68,1982,1,Female,377 Mountain View Drive,37.88,-89.49,$16825,$34311,$61776,705,2,Nancy Miranda
524,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,$17282,$35239,$43270,726,1,Bryan Castro
525,55,66,1964,4,Male,959 Tenth Street,38.29,-120.58,$18223,$37147,$0,703,3,Antonio Mckinney
250,50,64,1970,2,Female,61674 Elm Drive,44.52,-122.81,$17003,$34671,$55643,786,6,Christina Marquez
479,57,69,1962,10,Male,936 12th Street,39.11,-76.55,$30004,$61173,$71422,692,3,Victor Martinez
343,55,72,1964,9,Female,919 Ocean View Lane,37.73,-121.24,$23368,$47643,$45706,764,8,Allison Black
1196,60,61,1959,6,Female,498 Elm Lane,35.24,-113.76,$17113,$34895,$56622,820,4,Lisa Davis
1530,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,$0,$1785,$2892,732,3,Melissa Jenkins
1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,$26137,$33869,$370,821,7,Stephen Davis
764,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,$20835,$31066,$20902,712,4,Yolanda Sutton
213,37,68,1982,5,Female,345 George Street,32.91,-96.62,$27057,$55172,$96779,629,3,Heather Hayes
410,54,60,1966,2,Female,72990 Second Drive,40.62,-96.63,$23029,$46956,$94340,610,2,Cynthia Cisneros
1685,53,61,1966,7,Male,5886 Ninth Boulevard,33.61,-111.89,$36300,$74012,$93119,681,2,Jason Wade
225,32,68,1987,3,Male,69080 Spruce Street,29.76,-95.38,$20055,$40887,$50734,688,4,John Green
1210,32,65,1987,11,Male,6415 Sussex Lane,41.0,-76.85,$16935,$34531,$60156,703,4,Robert Adams
1336,18,67,2001,7,Female,243 Forest Lane,40.66,-73.84,$26481,$53995,$154800,673,1,Haley Turner
576,68,64,1951,6,Female,478 Hill Avenue,33.95,-84.54,$30747,$63502,$24100,638,7,Kristen Beasley
1677,51,67,1969,2,Male,849 Littlewood Drive,33.57,-101.87,$16272,$33178,$92366,671,2,Mr. Ryan Hodges
1969,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,$29583,$44690,$2249,733,5,Joseph Beard
1431,56,61,1963,3,Female,6134 Littlewood Lane,30.38,-89.06,$19327,$39409,$52076,599,1,Laura Mitchell
558,19,63,2000,5,Male,29894 Martin Luther King Lane,27.97,-82.76,$16223,$33080,$55066,692,3,Mark Villanueva
1482,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,$43725,$89152,$162012,675,1,James Wheeler
1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,$17474,$27772,$14408,788,4,Paula Young
1468,66,65,1954,1,Male,5238 Plum Street,37.1,-121.6,$26188,$44137,$22392,626,2,Edwin Holt
538,66,69,1954,2,Female,7888 Fourth Street,35.3,-77.15,$14844,$30265,$36789,814,4,Teresa Gonzalez
748,55,69,1965,1,Male,2100 Summit Street,29.76,-95.38,$18412,$37534,$99840,706,3,Dillon Glover
1068,21,67,1998,11,Male,3900 Rose Street,35.1,-110.64,$15864,$32345,$61066,730,3,Joseph Kemp
41,38,70,1981,3,Male,2750 Rose Boulevard,43.08,-91.56,$13332,$27183,$58323,637,1,Thomas Brown
807,52,71,1967,8,Female,869 Little Creek Lane,42.77,-86.1,$18877,$38487,$49725,691,3,Rachel Woods
1430,69,69,1950,4,Female,131 Tenth Avenue,41.63,-93.74,$26764,$33642,$20874,593,5,Ashley Brown
1873,51,67,1968,12,Female,3722 Valley Boulevard,31.84,-106.43,$16823,$34302,$84935,651,3,Cynthia Gomez
204,31,67,1988,9,Female,775 Lexington Boulevard,30.64,-97.68,$20968,$42754,$60172,656,1,Aimee Krause
424,24,69,1995,4,Female,4020 Littlewood Street,40.29,-79.99,$25037,$51045,$127864,772,2,Dr. Ann Zamora MD
980,84,69,1935,8,Male,463 12th Street,39.32,-76.72,$20641,$24055,$0,733,7,Jonathan Scott
1415,28,68,1991,12,Male,243 Wessex Avenue,33.15,-117.17,$22081,$45021,$77559,689,1,Larry Thompson
600,18,55,2001,5,Male,2819 Littlewood Lane,39.96,-76.73,$22991,$46878,$60121,578,1,Mr. Jonathan Carlson PhD
652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,$20065,$22726,$1692,784,6,Gabriela Walls
1129,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,$16894,$34449,$36540,686,3,David Davis
885,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,$13895,$28334,$0,700,3,Frank Garcia
1899,31,67,1988,8,Female,761 Main Avenue,47.94,-122.0,$28037,$57166,$111755,737,2,Donna Riley
1369,59,67,1961,1,Female,535 Grant Boulevard,39.35,-85.96,$17585,$35854,$49101,850,2,Judy Farmer
1057,39,71,1980,7,Female,135 Littlewood Avenue,33.2,-117.29,$22050,$44958,$91549,787,1,Laura Thomas
1302,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,$14218,$28988,$13351,694,4,Elizabeth Jackson
415,53,65,1966,5,Male,7571 George Street,39.53,-83.43,$16544,$33729,$0,763,4,Kenneth Bender
83,31,69,1988,5,Male,766 Catherine Boulevard,38.29,-77.48,$29157,$59455,$96224,557,1,Bradley Reyes
1093,18,70,2002,2,Male,76 Grant Lane,40.64,-73.94,$23316,$47543,$124177,667,1,Arthur Pope
28,39,65,1980,4,Female,871 12th Lane,38.63,-77.26,$26618,$54273,$110237,789,4,Taylor Russell
33,77,71,1942,6,Female,6335 Rose Lane,39.21,-119.71,$18239,$38692,$8902,596,5,Patricia Green
1646,54,69,1965,11,Male,0 Ocean Boulevard,40.33,-79.83,$14663,$29898,$19719,714,5,Troy Ford
1847,22,60,1998,1,Female,566 Hillside Street,28.18,-82.74,$15418,$31443,$52826,676,1,Jessica Hernandez
1152,43,65,1977,2,Male,8061 Spruce Drive,37.94,-91.76,$17428,$35538,$71591,747,1,Anthony Evans
134,43,67,1976,12,Male,924 First Drive,31.84,-106.43,$24608,$50174,$145300,643,4,John Harding
188,24,57,1995,6,Male,9226 Tenth Boulevard,38.85,-77.29,$42884,$87436,$135294,845,2,Shaun Hayes
220,33,67,1986,11,Female,3550 Sixth Boulevard,38.1,-122.63,$30335,$61846,$12525,722,4,Krista Kelley
1343,22,62,1997,7,Female,777 Valley Stream Lane,41.83,-87.68,$11951,$24369,$37437,575,4,Kimberly Brooks
1930,26,68,1993,10,Male,55 Madison Drive,33.2,-97.75,$21810,$44470,$66413,721,3,Christopher Jennings
1260,28,65,1991,12,Male,1963 Summit Lane,26.14,-80.13,$20995,$42806,$49194,712,3,Zachary Martinez
96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,Bridget Johnson
1166,44,66,1975,5,Female,8659 El Camino Street,39.39,-84.56,$19569,$39898,$43630,682,3,Katherine Walker
1533,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,$24233,$49412,$42378,830,3,Christina Wright
88,22,68,1997,8,Male,6614 Ninth Boulevard,35.46,-86.08,$16349,$33337,$71679,712,1,Lawrence Phillips
1451,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,$20979,$17078,$25245,719,4,Laura Robinson
57,28,66,1992,2,Female,9706 Mountain View Street,32.33,-111.05,$21494,$43826,$84935,823,1,Alexis Palmer
1335,51,66,1968,10,Female,29693 Bayview Drive,33.56,-117.63,$47991,$97845,$255288,836,4,Raven Mcdowell
816,56,65,1964,2,Male,8943 11th Drive,36.56,-82.19,$17795,$36285,$67244,759,5,Malik Alvarado
1081,31,60,1988,9,Female,9633 Mill Lane,39.69,-104.81,$24849,$50666,$102318,617,3,Sherri Johnson
1385,51,68,1968,7,Female,5537 Eighth Street,44.96,-93.26,$40364,$82298,$182301,789,6,Jacqueline Crawford
1125,25,71,1994,8,Male,99791 12th Boulevard,30.51,-97.67,$31839,$64917,$102747,689,4,James Martinez
1952,26,54,1993,7,Female,541 Federal Avenue,27.75,-82.64,$18100,$36909,$102869,821,1,Emma Clark
1870,24,70,1995,6,Male,5458 Spruce Street,32.85,-117.2,$34848,$71054,$106595,767,2,Paul Wallace
1345,83,66,1936,9,Female,7978 Main Lane,30.21,-90.92,$24703,$16620,$1140,804,8,Hannah Williamson
1695,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,$27973,$57027,$21798,709,4,Emily Freeman
1906,18,71,2001,10,Male,3699 Lafayette Avenue,41.26,-96.01,$14199,$28950,$61297,609,1,Shane Allen
1985,50,69,1969,3,Female,9061 Grant Avenue,34.06,-84.27,$0,$1426,$3154,680,3,Gina Gonzalez
1604,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,$15354,$31308,$59817,742,7,Nathaniel Craig
1933,26,64,1993,5,Male,345 Elm Avenue,29.57,-81.21,$14546,$29658,$45750,589,2,Paul Moore
649,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,$22762,$46408,$0,847,7,Peter Smith
1486,39,63,1980,4,Female,396 Park Street,36.48,-81.05,$11431,$23307,$31064,789,1,Samantha Elliott
1744,31,69,1988,3,Female,4238 Birch Lane,35.78,-88.36,$14435,$29433,$61260,693,3,Rachel Spencer
1272,27,69,1992,6,Male,581 Seventh Drive,36.0,-115.04,$30025,$61222,$142541,779,1,Aaron Ryan
400,46,68,1973,5,Female,539 Pine Boulevard,30.17,-85.67,$19508,$39770,$72827,711,4,Jessica Bryant
1994,48,66,1971,9,Female,9716 Third Lane,39.38,-119.87,$38345,$78180,$102759,740,3,Melanie Gonzalez
572,29,67,1991,1,Male,202 Washington Drive,29.95,-91.2,$23208,$47317,$42433,680,2,Jason Rose
1442,41,58,1979,1,Male,1036 Spruce Street,43.01,-114.7,$14925,$30432,$101847,624,1,Kyle Brooks
1853,39,70,1980,5,Male,546 First Avenue,40.34,-94.87,$18226,$37165,$0,771,3,Jamie Jacobs
556,46,66,1973,12,Male,5659 Park Avenue,41.01,-81.6,$17856,$36405,$31815,715,2,William Waters
1960,30,61,1989,12,Male,334 Rose Boulevard,38.96,-76.85,$23500,$47916,$69567,612,1,Michael Rollins
321,52,67,1967,5,Male,262 First Lane,45.18,-89.7,$19705,$40177,$47012,698,4,John Garza
483,49,68,1971,2,Female,253 West Drive,48.53,-122.31,$19604,$39969,$68456,713,3,Melissa Powers
404,44,61,1975,9,Male,33 Seventh Boulevard,29.77,-82.48,$21979,$44816,$63043,625,1,Patrick Lane
1510,32,59,1988,1,Male,835 Main Avenue,33.9,-118.0,$24845,$50658,$72806,764,2,Daryl Stein
916,21,68,1998,8,Male,125 First Avenue,36.04,-86.64,$20236,$41260,$80574,682,2,Francisco Murphy
1635,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,$20760,$42332,$75213,616,6,Michael Hamilton
1384,74,67,1946,1,Female,528 Lake Drive,38.53,-90.0,$22545,$23011,$30510,721,3,Leah Campos
943,64,61,1955,4,Male,66 Grant Lane,40.2,-74.78,$39495,$87317,$41998,773,1,James Benson
1236,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,$14645,$25243,$18006,730,6,Julie Fernandez
969,24,70,1996,2,Female,18360 Valley Avenue,33.81,-117.79,$28884,$58893,$113715,666,3,Olivia Sullivan
508,24,69,1995,7,Male,3221 Tenth Lane,39.75,-75.09,$31547,$64319,$0,757,3,Craig Hunt
496,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,$17810,$36319,$44737,730,4,Daniel Meadows
450,39,66,1980,9,Male,253 Lexington Avenue,37.07,-76.51,$21186,$43192,$33517,739,3,Andrew Gibson
1753,46,58,1974,2,Male,95612 South Street,32.28,-90.0,$22304,$45476,$67636,506,1,Joseph Griffin
304,31,68,1988,8,Male,6606 Sixth Drive,41.14,-104.79,$20255,$41297,$34703,685,2,Michael Burton
839,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,$26674,$54384,$69717,622,3,Tina Lewis
138,43,68,1977,2,Female,754 South Avenue,40.77,-79.04,$16071,$32770,$103262,641,4,Abigail Benitez
43,26,66,1993,8,Female,5594 12th Drive,33.99,-118.39,$29972,$61104,$79486,721,4,Lori Porter
1187,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,$23216,$47334,$87775,701,3,Matthew Hill
849,67,69,1952,7,Female,5456 Ninth Avenue,39.95,-75.16,$21497,$43828,$60231,711,3,Karen Morales
654,47,69,1972,7,Female,646 South Lane,39.14,-81.78,$16618,$33883,$50616,524,1,Robin Gutierrez
1898,44,72,1975,9,Male,5521 Spruce Avenue,32.35,-86.28,$25009,$50993,$75783,675,5,Phillip Rogers
1971,48,66,1971,9,Male,829 Grant Boulevard,43.45,-76.5,$20447,$41690,$69869,763,2,Joseph Johnson
1020,29,66,1991,1,Female,331 Essex Drive,42.03,-88.08,$26545,$54122,$166903,796,4,Laura Sloan
22,56,66,1963,3,Male,5651 North Boulevard,38.99,-76.88,$26467,$53966,$135478,747,1,David Rodriguez
436,20,65,2000,1,Female,599 Hillside Drive,40.32,-75.32,$26273,$53569,$79540,623,1,Wendy Boyer
1823,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,$32056,$65362,$27745,743,6,Charles Berry
589,58,72,1961,11,Male,250 Hillside Drive,40.55,-81.91,$13259,$27035,$58050,595,2,Charles Morgan
49,38,74,1981,6,Male,190 Burns Avenue,40.81,-81.93,$18962,$38663,$59053,686,3,Robert Hayden
1350,22,65,1998,2,Female,637 Main Avenue,33.84,-118.07,$21940,$44740,$103896,651,1,Joy Harris
1525,43,70,1976,9,Female,534 Sixth Boulevard,29.88,-90.06,$19126,$38994,$0,728,4,Jennifer Collins
69,54,67,1965,10,Female,3067 First Street,40.52,-81.47,$18794,$38318,$93284,748,6,Jacqueline Bartlett
234,42,73,1977,11,Female,8027 Main Drive,32.76,-96.59,$18452,$37623,$923,726,6,Elizabeth Schneider
608,32,65,1987,10,Male,702 Grant Drive,37.78,-121.99,$0,$2365,$0,769,3,Samuel Martin
1064,50,65,1969,12,Female,477 Madison Lane,37.68,-122.43,$23752,$48428,$72566,654,1,Veronica Hartman
374,58,66,1961,11,Male,50 Spruce Street,38.47,-121.44,$15290,$31177,$18859,689,5,Brian Torres
286,38,69,1981,10,Male,4232 Grant Drive,31.15,-88.55,$18746,$38223,$30756,725,4,Christopher Woods
1419,53,64,1966,9,Female,634 Grant Boulevard,33.74,-84.37,$30157,$61490,$116180,647,1,Sarah Nichols
1435,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,$45132,$92017,$157723,703,3,Kathleen Blevins
1683,43,69,1976,12,Male,85 East Drive,31.84,-106.43,$12313,$25109,$92,850,3,Jeremy Simmons
